Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_0_41,VGND,li1,27.1400,10.8800,0.000001
FILLER_0_29,VGND,li1,21.6200,10.8800,0.000001
FILLER_0_27,VGND,li1,18.1700,10.8800,0.000001
FILLER_0_15,VGND,li1,15.1800,10.8800,0.000001
FILLER_0_3,VGND,li1,9.6600,10.8800,0.000001
hold45,VGND,li1,59.8000,76.1600,0.000188
hold44,VGND,li1,20.7000,21.7600,0.000004
hold43,VGND,li1,79.5800,10.8800,0.000002
hold42,VGND,li1,42.7800,27.2000,0.000122
hold41,VGND,li1,85.1000,81.6000,0.000034
hold40,VGND,li1,33.5800,38.0800,0.000048
hold39,VGND,li1,17.4800,65.2800,0.000028
hold38,VGND,li1,46.4600,16.3200,0.000061
hold37,VGND,li1,68.5400,16.3200,0.000082
hold36,VGND,li1,80.9600,43.5200,0.000056
hold35,VGND,li1,69.0000,32.6400,0.000032
hold34,VGND,li1,52.9000,21.7600,0.000016
hold33,VGND,li1,85.1000,59.8400,0.000142
hold32,VGND,li1,72.2200,43.5200,0.000053
hold31,VGND,li1,16.5600,32.6400,0.000014
hold30,VGND,li1,76.3600,21.7600,0.000024
hold29,VGND,li1,20.7000,27.2000,0.000056
hold28,VGND,li1,56.5800,54.4000,0.000174
hold27,VGND,li1,41.8600,59.8400,0.000084
hold26,VGND,li1,40.4800,92.4800,0.000000
hold25,VGND,li1,20.7000,38.0800,0.000030
hold24,VGND,li1,22.0800,16.3200,0.000024
hold23,VGND,li1,44.6200,76.1600,0.000145
hold22,VGND,li1,50.6000,92.4800,0.000000
hold21,VGND,li1,46.4600,65.2800,0.000069
hold20,VGND,li1,46.4600,70.7200,0.000069
hold19,VGND,li1,50.6000,81.6000,0.000021
hold18,VGND,li1,64.8600,65.2800,0.000080
hold17,VGND,li1,70.8400,81.6000,0.000030
hold16,VGND,li1,64.4000,76.1600,0.000201
hold15,VGND,li1,52.4400,70.7200,0.000073
hold14,VGND,li1,53.3600,70.7200,0.000073
hold13,VGND,li1,53.3600,48.9600,0.000034
hold12,VGND,li1,46.4600,48.9600,0.000030
hold11,VGND,li1,61.1800,92.4800,0.000000
hold10,VGND,li1,65.7800,92.4800,0.000000
hold9,VGND,li1,53.8200,76.1600,0.000170
hold8,VGND,li1,59.3400,76.1600,0.000188
hold7,VGND,li1,77.2800,76.1600,0.000209
hold6,VGND,li1,77.2800,65.2800,0.000085
hold5,VGND,li1,52.4400,87.0400,0.000053
hold4,VGND,li1,59.3400,87.0400,0.000057
hold3,VGND,li1,66.7000,70.7200,0.000080
hold2,VGND,li1,24.8400,21.7600,0.000004
hold1,VGND,li1,46.4600,27.2000,0.000131
clkload6,VGND,li1,67.6200,76.1600,0.000206
clkload5,VGND,li1,62.3300,54.4000,0.000181
clkload4,VGND,li1,38.6400,76.1600,0.000126
clkload3,VGND,li1,30.3600,65.2800,0.000041
clkload2,VGND,li1,60.7200,43.5200,0.000046
clkload1,VGND,li1,24.3800,38.0800,0.000030
clkload0,VGND,li1,28.9800,27.2000,0.000073
clkbuf_3_7__f_clk,VGND,li1,66.2400,76.1600,0.000206
clkbuf_3_6__f_clk,VGND,li1,64.4000,59.8400,0.000139
clkbuf_3_5__f_clk,VGND,li1,39.1000,70.7200,0.000065
clkbuf_3_4__f_clk,VGND,li1,36.3400,65.2800,0.000060
clkbuf_3_3__f_clk,VGND,li1,63.9400,38.0800,0.000113
clkbuf_3_2__f_clk,VGND,li1,63.9400,27.2000,0.000178
clkbuf_3_1__f_clk,VGND,li1,26.6800,38.0800,0.000029
clkbuf_3_0__f_clk,VGND,li1,34.5000,27.2000,0.000100
clkbuf_0_clk,VGND,li1,49.2200,54.4000,0.000166
fanout18,VGND,li1,83.7200,59.8400,0.000142
fanout17,VGND,li1,86.0200,76.1600,0.000210
fanout16,VGND,li1,86.0200,59.8400,0.000142
fanout15,VGND,li1,46.4600,59.8400,0.000097
fanout14,VGND,li1,86.4800,21.7600,0.000025
fanout13,VGND,li1,86.0200,38.0800,0.000114
fanout12,VGND,li1,86.0200,21.7600,0.000025
fanout11,VGND,li1,40.9400,10.8800,0.000002
fanout10,VGND,li1,69.0000,48.9600,0.000037
fanout9,VGND,li1,68.0800,54.4000,0.000184
fanout8,VGND,li1,74.9800,70.7200,0.000082
wire7,VGND,li1,29.2100,59.8400,0.000050
output6,VGND,li1,86.4800,65.2800,0.000087
output5,VGND,li1,36.8000,92.4800,0.000000
output4,VGND,li1,7.8200,54.4000,0.000054
output3,VGND,li1,52.9000,10.8800,0.000002
output2,VGND,li1,86.4800,43.5200,0.000056
input1,VGND,li1,86.7100,16.3200,0.000089
TAP_TAPCELL_ROW_29_155,VGND,li1,83.0300,92.1880,0.000000
TAP_TAPCELL_ROW_29_154,VGND,li1,70.1500,92.1880,0.000000
TAP_TAPCELL_ROW_29_153,VGND,li1,57.2700,92.1880,0.000000
TAP_TAPCELL_ROW_29_152,VGND,li1,44.3900,92.1880,0.000000
TAP_TAPCELL_ROW_29_151,VGND,li1,31.5100,92.1880,0.000000
TAP_TAPCELL_ROW_29_150,VGND,li1,18.6300,92.1880,0.000000
TAP_TAPCELL_ROW_28_149,VGND,li1,70.1500,87.3310,0.000061
TAP_TAPCELL_ROW_28_148,VGND,li1,44.3900,87.3310,0.000044
TAP_TAPCELL_ROW_28_147,VGND,li1,18.6300,87.3310,0.000018
TAP_TAPCELL_ROW_27_146,VGND,li1,83.0300,86.7480,0.000062
TAP_TAPCELL_ROW_27_145,VGND,li1,57.2700,86.7480,0.000055
TAP_TAPCELL_ROW_27_144,VGND,li1,31.5100,86.7480,0.000029
TAP_TAPCELL_ROW_26_143,VGND,li1,70.1500,81.8910,0.000030
TAP_TAPCELL_ROW_26_142,VGND,li1,44.3900,81.8910,0.000017
TAP_TAPCELL_ROW_26_141,VGND,li1,18.6300,81.8910,0.000006
TAP_TAPCELL_ROW_25_140,VGND,li1,83.0300,81.3080,0.000034
TAP_TAPCELL_ROW_25_139,VGND,li1,57.2700,81.3080,0.000024
TAP_TAPCELL_ROW_25_138,VGND,li1,31.5100,81.3080,0.000010
TAP_TAPCELL_ROW_24_137,VGND,li1,70.1500,76.4510,0.000207
TAP_TAPCELL_ROW_24_136,VGND,li1,44.3900,76.4510,0.000145
TAP_TAPCELL_ROW_24_135,VGND,li1,18.6300,76.4510,0.000055
TAP_TAPCELL_ROW_23_134,VGND,li1,83.0300,75.8680,0.000209
TAP_TAPCELL_ROW_23_133,VGND,li1,57.2700,75.8680,0.000180
TAP_TAPCELL_ROW_23_132,VGND,li1,31.5100,75.8680,0.000083
TAP_TAPCELL_ROW_22_131,VGND,li1,70.1500,71.0110,0.000080
TAP_TAPCELL_ROW_22_130,VGND,li1,44.3900,71.0110,0.000068
TAP_TAPCELL_ROW_22_129,VGND,li1,18.6300,71.0110,0.000027
TAP_TAPCELL_ROW_21_128,VGND,li1,83.0300,70.4280,0.000084
TAP_TAPCELL_ROW_21_127,VGND,li1,57.2700,70.4280,0.000074
TAP_TAPCELL_ROW_21_126,VGND,li1,31.5100,70.4280,0.000042
TAP_TAPCELL_ROW_20_125,VGND,li1,70.1500,65.5710,0.000083
TAP_TAPCELL_ROW_20_124,VGND,li1,44.3900,65.5710,0.000067
TAP_TAPCELL_ROW_20_123,VGND,li1,18.6300,65.5710,0.000028
TAP_TAPCELL_ROW_19_122,VGND,li1,83.0300,64.9880,0.000087
TAP_TAPCELL_ROW_19_121,VGND,li1,57.2700,64.9880,0.000075
TAP_TAPCELL_ROW_19_120,VGND,li1,31.5100,64.9880,0.000047
TAP_TAPCELL_ROW_18_119,VGND,li1,70.1500,60.1310,0.000140
TAP_TAPCELL_ROW_18_118,VGND,li1,44.3900,60.1310,0.000090
TAP_TAPCELL_ROW_18_117,VGND,li1,18.6300,60.1310,0.000035
TAP_TAPCELL_ROW_17_116,VGND,li1,83.0300,59.5480,0.000141
TAP_TAPCELL_ROW_17_115,VGND,li1,57.2700,59.5480,0.000121
TAP_TAPCELL_ROW_17_114,VGND,li1,31.5100,59.5480,0.000056
TAP_TAPCELL_ROW_16_113,VGND,li1,70.1500,54.6910,0.000184
TAP_TAPCELL_ROW_16_112,VGND,li1,44.3900,54.6910,0.000144
TAP_TAPCELL_ROW_16_111,VGND,li1,18.6300,54.6910,0.000052
TAP_TAPCELL_ROW_15_110,VGND,li1,83.0300,54.1080,0.000188
TAP_TAPCELL_ROW_15_109,VGND,li1,57.2700,54.1080,0.000174
TAP_TAPCELL_ROW_15_108,VGND,li1,31.5100,54.1080,0.000078
TAP_TAPCELL_ROW_14_107,VGND,li1,70.1500,49.2510,0.000037
TAP_TAPCELL_ROW_14_106,VGND,li1,44.3900,49.2510,0.000029
TAP_TAPCELL_ROW_14_105,VGND,li1,18.6300,49.2510,0.000014
TAP_TAPCELL_ROW_13_104,VGND,li1,83.0300,48.6680,0.000037
TAP_TAPCELL_ROW_13_103,VGND,li1,57.2700,48.6680,0.000035
TAP_TAPCELL_ROW_13_102,VGND,li1,31.5100,48.6680,0.000016
TAP_TAPCELL_ROW_12_101,VGND,li1,70.1500,43.8110,0.000051
TAP_TAPCELL_ROW_12_100,VGND,li1,44.3900,43.8110,0.000029
TAP_TAPCELL_ROW_12_99,VGND,li1,18.6300,43.8110,0.000010
TAP_TAPCELL_ROW_11_98,VGND,li1,83.0300,43.2280,0.000056
TAP_TAPCELL_ROW_11_97,VGND,li1,57.2700,43.2280,0.000042
TAP_TAPCELL_ROW_11_96,VGND,li1,31.5100,43.2280,0.000016
TAP_TAPCELL_ROW_10_95,VGND,li1,70.1500,38.3710,0.000113
TAP_TAPCELL_ROW_10_94,VGND,li1,44.3900,38.3710,0.000072
TAP_TAPCELL_ROW_10_93,VGND,li1,18.6300,38.3710,0.000031
TAP_TAPCELL_ROW_9_92,VGND,li1,83.0300,37.7880,0.000114
TAP_TAPCELL_ROW_9_91,VGND,li1,57.2700,37.7880,0.000099
TAP_TAPCELL_ROW_9_90,VGND,li1,31.5100,37.7880,0.000042
TAP_TAPCELL_ROW_8_89,VGND,li1,70.1500,32.9310,0.000032
TAP_TAPCELL_ROW_8_88,VGND,li1,44.3900,32.9310,0.000023
TAP_TAPCELL_ROW_8_87,VGND,li1,18.6300,32.9310,0.000014
TAP_TAPCELL_ROW_7_86,VGND,li1,83.0300,32.3480,0.000036
TAP_TAPCELL_ROW_7_85,VGND,li1,57.2700,32.3480,0.000029
TAP_TAPCELL_ROW_7_84,VGND,li1,31.5100,32.3480,0.000015
TAP_TAPCELL_ROW_6_83,VGND,li1,70.1500,27.4910,0.000180
TAP_TAPCELL_ROW_6_82,VGND,li1,44.3900,27.4910,0.000122
TAP_TAPCELL_ROW_6_81,VGND,li1,18.6300,27.4910,0.000057
TAP_TAPCELL_ROW_5_80,VGND,li1,83.0300,26.9080,0.000184
TAP_TAPCELL_ROW_5_79,VGND,li1,57.2700,26.9080,0.000159
TAP_TAPCELL_ROW_5_78,VGND,li1,31.5100,26.9080,0.000085
TAP_TAPCELL_ROW_4_77,VGND,li1,70.1500,22.0510,0.000023
TAP_TAPCELL_ROW_4_76,VGND,li1,44.3900,22.0510,0.000013
TAP_TAPCELL_ROW_4_75,VGND,li1,18.6300,22.0510,0.000004
TAP_TAPCELL_ROW_3_74,VGND,li1,83.0300,21.4680,0.000025
TAP_TAPCELL_ROW_3_73,VGND,li1,57.2700,21.4680,0.000018
TAP_TAPCELL_ROW_3_72,VGND,li1,31.5100,21.4680,0.000007
TAP_TAPCELL_ROW_2_71,VGND,li1,70.1500,16.6110,0.000083
TAP_TAPCELL_ROW_2_70,VGND,li1,44.3900,16.6110,0.000056
TAP_TAPCELL_ROW_2_69,VGND,li1,18.6300,16.6110,0.000025
TAP_TAPCELL_ROW_1_68,VGND,li1,83.0300,16.0280,0.000089
TAP_TAPCELL_ROW_1_67,VGND,li1,57.2700,16.0280,0.000073
TAP_TAPCELL_ROW_1_66,VGND,li1,31.5100,16.0280,0.000037
TAP_TAPCELL_ROW_0_65,VGND,li1,83.0300,11.1710,0.000002
TAP_TAPCELL_ROW_0_64,VGND,li1,70.1500,11.1710,0.000002
TAP_TAPCELL_ROW_0_63,VGND,li1,57.2700,11.1710,0.000002
TAP_TAPCELL_ROW_0_62,VGND,li1,44.3900,11.1710,0.000002
TAP_TAPCELL_ROW_0_61,VGND,li1,31.5100,11.1710,0.000001
TAP_TAPCELL_ROW_0_60,VGND,li1,18.6300,11.1710,0.000001
PHY_EDGE_ROW_29_Left_59,VGND,li1,6.2100,92.4800,0.000000
PHY_EDGE_ROW_28_Left_58,VGND,li1,6.2100,87.0400,0.000018
PHY_EDGE_ROW_27_Left_57,VGND,li1,6.2100,87.0400,0.000018
PHY_EDGE_ROW_26_Left_56,VGND,li1,6.2100,81.6000,0.000006
PHY_EDGE_ROW_25_Left_55,VGND,li1,6.2100,81.6000,0.000006
PHY_EDGE_ROW_24_Left_54,VGND,li1,6.2100,76.1600,0.000055
PHY_EDGE_ROW_23_Left_53,VGND,li1,6.2100,76.1600,0.000055
PHY_EDGE_ROW_22_Left_52,VGND,li1,6.2100,70.7200,0.000027
PHY_EDGE_ROW_21_Left_51,VGND,li1,6.2100,70.7200,0.000027
PHY_EDGE_ROW_20_Left_50,VGND,li1,6.2100,65.2800,0.000028
PHY_EDGE_ROW_19_Left_49,VGND,li1,6.2100,65.2800,0.000028
PHY_EDGE_ROW_18_Left_48,VGND,li1,6.2100,59.8400,0.000036
PHY_EDGE_ROW_17_Left_47,VGND,li1,6.2100,59.8400,0.000036
PHY_EDGE_ROW_16_Left_46,VGND,li1,6.2100,54.4000,0.000054
PHY_EDGE_ROW_15_Left_45,VGND,li1,6.2100,54.4000,0.000054
PHY_EDGE_ROW_14_Left_44,VGND,li1,6.2100,48.9600,0.000016
PHY_EDGE_ROW_13_Left_43,VGND,li1,6.2100,48.9600,0.000016
PHY_EDGE_ROW_12_Left_42,VGND,li1,6.2100,43.5200,0.000010
PHY_EDGE_ROW_11_Left_41,VGND,li1,6.2100,43.5200,0.000010
PHY_EDGE_ROW_10_Left_40,VGND,li1,6.2100,38.0800,0.000033
PHY_EDGE_ROW_9_Left_39,VGND,li1,6.2100,38.0800,0.000033
PHY_EDGE_ROW_8_Left_38,VGND,li1,6.2100,32.6400,0.000016
PHY_EDGE_ROW_7_Left_37,VGND,li1,6.2100,32.6400,0.000016
PHY_EDGE_ROW_6_Left_36,VGND,li1,6.2100,27.2000,0.000058
PHY_EDGE_ROW_5_Left_35,VGND,li1,6.2100,27.2000,0.000058
PHY_EDGE_ROW_4_Left_34,VGND,li1,6.2100,21.7600,0.000004
PHY_EDGE_ROW_3_Left_33,VGND,li1,6.2100,21.7600,0.000004
PHY_EDGE_ROW_2_Left_32,VGND,li1,6.2100,16.3200,0.000025
PHY_EDGE_ROW_1_Left_31,VGND,li1,6.2100,16.3200,0.000025
PHY_EDGE_ROW_0_Left_30,VGND,li1,6.2100,10.8800,0.000001
PHY_EDGE_ROW_29_Right_29,VGND,li1,88.0900,92.4800,0.000000
PHY_EDGE_ROW_28_Right_28,VGND,li1,88.0900,87.0400,0.000062
PHY_EDGE_ROW_27_Right_27,VGND,li1,88.0900,87.0400,0.000062
PHY_EDGE_ROW_26_Right_26,VGND,li1,88.0900,81.6000,0.000034
PHY_EDGE_ROW_25_Right_25,VGND,li1,88.0900,81.6000,0.000034
PHY_EDGE_ROW_24_Right_24,VGND,li1,88.0900,76.1600,0.000210
PHY_EDGE_ROW_23_Right_23,VGND,li1,88.0900,76.1600,0.000210
PHY_EDGE_ROW_22_Right_22,VGND,li1,88.0900,70.7200,0.000084
PHY_EDGE_ROW_21_Right_21,VGND,li1,88.0900,70.7200,0.000084
PHY_EDGE_ROW_20_Right_20,VGND,li1,88.0900,65.2800,0.000087
PHY_EDGE_ROW_19_Right_19,VGND,li1,88.0900,65.2800,0.000087
PHY_EDGE_ROW_18_Right_18,VGND,li1,88.0900,59.8400,0.000142
PHY_EDGE_ROW_17_Right_17,VGND,li1,88.0900,59.8400,0.000142
PHY_EDGE_ROW_16_Right_16,VGND,li1,88.0900,54.4000,0.000188
PHY_EDGE_ROW_15_Right_15,VGND,li1,88.0900,54.4000,0.000188
PHY_EDGE_ROW_14_Right_14,VGND,li1,88.0900,48.9600,0.000037
PHY_EDGE_ROW_13_Right_13,VGND,li1,88.0900,48.9600,0.000037
PHY_EDGE_ROW_12_Right_12,VGND,li1,88.0900,43.5200,0.000056
PHY_EDGE_ROW_11_Right_11,VGND,li1,88.0900,43.5200,0.000056
PHY_EDGE_ROW_10_Right_10,VGND,li1,88.0900,38.0800,0.000114
PHY_EDGE_ROW_9_Right_9,VGND,li1,88.0900,38.0800,0.000114
PHY_EDGE_ROW_8_Right_8,VGND,li1,88.0900,32.6400,0.000036
PHY_EDGE_ROW_7_Right_7,VGND,li1,88.0900,32.6400,0.000036
PHY_EDGE_ROW_6_Right_6,VGND,li1,88.0900,27.2000,0.000184
PHY_EDGE_ROW_5_Right_5,VGND,li1,88.0900,27.2000,0.000184
PHY_EDGE_ROW_4_Right_4,VGND,li1,88.0900,21.7600,0.000025
PHY_EDGE_ROW_3_Right_3,VGND,li1,88.0900,21.7600,0.000025
PHY_EDGE_ROW_2_Right_2,VGND,li1,88.0900,16.3200,0.000089
PHY_EDGE_ROW_1_Right_1,VGND,li1,88.0900,16.3200,0.000089
PHY_EDGE_ROW_0_Right_0,VGND,li1,88.0900,10.8800,0.000002
_420_,VGND,li1,34.7300,92.4800,0.000000
_419_,VGND,li1,8.9700,59.8400,0.000036
_418_,VGND,li1,53.5900,16.3200,0.000070
_417_,VGND,li1,84.8700,43.5200,0.000056
_416_,VGND,li1,52.9000,48.9600,0.000034
_415_,VGND,li1,44.6200,48.9600,0.000029
_414_,VGND,li1,46.0000,65.2800,0.000069
_413_,VGND,li1,38.1800,76.1600,0.000126
_412_,VGND,li1,43.7000,81.6000,0.000017
_411_,VGND,li1,45.0800,87.0400,0.000046
_410_,VGND,li1,36.8000,87.0400,0.000035
_409_,VGND,li1,39.1000,59.8400,0.000077
_408_,VGND,li1,52.4400,59.8400,0.000112
_407_,VGND,li1,61.1800,59.8400,0.000133
_406_,VGND,li1,62.5600,48.9600,0.000037
_405_,VGND,li1,40.4800,32.6400,0.000021
_404_,VGND,li1,36.3400,27.2000,0.000105
_403_,VGND,li1,38.1800,16.3200,0.000049
_402_,VGND,li1,48.3000,16.3200,0.000064
_401_,VGND,li1,55.6600,16.3200,0.000073
_400_,VGND,li1,62.1000,16.3200,0.000078
_399_,VGND,li1,65.3200,27.2000,0.000178
_398_,VGND,li1,51.9800,32.6400,0.000027
_397_,VGND,li1,52.4400,38.0800,0.000093
_396_,VGND,li1,62.1000,43.5200,0.000046
_395_,VGND,li1,74.5200,43.5200,0.000054
_394_,VGND,li1,82.8000,32.6400,0.000036
_393_,VGND,li1,82.8000,27.2000,0.000184
_392_,VGND,li1,82.8000,16.3200,0.000089
_391_,VGND,li1,76.1300,16.3200,0.000087
_390_,VGND,li1,69.6900,21.7600,0.000023
_389_,VGND,li1,82.8000,54.4000,0.000188
_388_,VGND,li1,82.8000,43.5200,0.000056
_387_,VGND,li1,65.3200,54.4000,0.000183
_386_,VGND,li1,82.5700,65.2800,0.000087
_385_,VGND,li1,82.8000,70.7200,0.000084
_384_,VGND,li1,81.8800,81.6000,0.000034
_383_,VGND,li1,74.9800,87.0400,0.000062
_382_,VGND,li1,53.3600,65.2800,0.000073
_381_,VGND,li1,52.9000,76.1600,0.000170
_380_,VGND,li1,51.9800,87.0400,0.000053
_379_,VGND,li1,63.0200,87.0400,0.000059
_378_,VGND,li1,64.4000,81.6000,0.000029
_377_,VGND,li1,62.5600,70.7200,0.000078
_376_,VGND,li1,75.4400,76.1600,0.000209
_375_,VGND,li1,70.3800,65.2800,0.000083
_374_,VGND,li1,37.2600,70.7200,0.000060
_373_,VGND,li1,29.4400,59.8400,0.000050
_372_,VGND,li1,28.2900,76.1600,0.000071
_371_,VGND,li1,27.3700,87.0400,0.000023
_370_,VGND,li1,13.5700,59.8400,0.000036
_369_,VGND,li1,11.5000,54.4000,0.000054
_368_,VGND,li1,43.9300,38.0800,0.000072
_367_,VGND,li1,44.8500,54.4000,0.000144
_366_,VGND,li1,26.6800,27.2000,0.000055
_365_,VGND,li1,29.9000,16.3200,0.000034
_364_,VGND,li1,18.8600,16.3200,0.000025
_363_,VGND,li1,16.5600,27.2000,0.000058
_362_,VGND,li1,11.5000,32.6400,0.000016
_361_,VGND,li1,24.8400,32.6400,0.000012
_360_,VGND,li1,11.7300,48.9600,0.000016
_359_,VGND,li1,11.5000,38.0800,0.000033
_358_,VGND,li1,40.7100,48.9600,0.000024
_357_,VGND,li1,44.8500,70.7200,0.000068
_356_,VGND,li1,32.4300,70.7200,0.000047
_355_,VGND,li1,46.6900,81.6000,0.000019
_354_,VGND,li1,46.6900,92.4800,0.000000
_353_,VGND,li1,35.6500,87.0400,0.000035
_352_,VGND,li1,36.1100,59.8400,0.000069
_351_,VGND,li1,52.2100,54.4000,0.000169
_350_,VGND,li1,60.4900,65.2800,0.000077
_349_,VGND,li1,78.2000,59.8400,0.000141
_348_,VGND,li1,79.8100,59.8400,0.000141
_347_,VGND,li1,79.1200,54.4000,0.000187
_346_,VGND,li1,74.7500,54.4000,0.000186
_345_,VGND,li1,71.7600,48.9600,0.000037
_344_,VGND,li1,66.0100,54.4000,0.000183
_343_,VGND,li1,73.3700,54.4000,0.000185
_342_,VGND,li1,76.1300,48.9600,0.000037
_341_,VGND,li1,80.7300,76.1600,0.000209
_340_,VGND,li1,79.3500,70.7200,0.000083
_339_,VGND,li1,77.0500,65.2800,0.000085
_338_,VGND,li1,83.2600,76.1600,0.000209
_337_,VGND,li1,79.8100,81.6000,0.000033
_336_,VGND,li1,79.8100,87.0400,0.000062
_335_,VGND,li1,77.5100,87.0400,0.000062
_334_,VGND,li1,76.3600,81.6000,0.000032
_333_,VGND,li1,71.5300,87.0400,0.000061
_332_,VGND,li1,49.9100,70.7200,0.000071
_331_,VGND,li1,55.6600,70.7200,0.000074
_330_,VGND,li1,50.3700,76.1600,0.000163
_329_,VGND,li1,55.6600,87.0400,0.000055
_328_,VGND,li1,53.5900,81.6000,0.000023
_327_,VGND,li1,55.6600,92.4800,0.000000
_326_,VGND,li1,62.7900,87.0400,0.000059
_325_,VGND,li1,71.7600,76.1600,0.000208
_324_,VGND,li1,66.0100,87.0400,0.000060
_323_,VGND,li1,62.1000,70.7200,0.000078
_322_,VGND,li1,60.4900,65.2800,0.000077
_321_,VGND,li1,71.7600,70.7200,0.000081
_320_,VGND,li1,68.7700,70.7200,0.000080
_319_,VGND,li1,72.4500,59.8400,0.000140
_318_,VGND,li1,73.8300,65.2800,0.000084
_317_,VGND,li1,76.1300,81.6000,0.000032
_316_,VGND,li1,71.5300,81.6000,0.000031
_315_,VGND,li1,76.5900,70.7200,0.000082
_314_,VGND,li1,74.2900,48.9600,0.000037
_313_,VGND,li1,28.7500,70.7200,0.000035
_312_,VGND,li1,25.5300,70.7200,0.000027
_311_,VGND,li1,22.3100,70.7200,0.000027
_310_,VGND,li1,11.0400,70.7200,0.000027
_309_,VGND,li1,24.6100,65.2800,0.000028
_308_,VGND,li1,12.1900,65.2800,0.000028
_307_,VGND,li1,10.5800,70.7200,0.000027
_306_,VGND,li1,12.6500,70.7200,0.000027
_305_,VGND,li1,14.0300,70.7200,0.000027
_304_,VGND,li1,14.0300,70.7200,0.000027
_303_,VGND,li1,17.2500,76.1600,0.000055
_302_,VGND,li1,25.0700,81.6000,0.000006
_301_,VGND,li1,20.4700,81.6000,0.000006
_300_,VGND,li1,15.1800,81.6000,0.000006
_299_,VGND,li1,9.8900,81.6000,0.000006
_298_,VGND,li1,10.8100,76.1600,0.000055
_297_,VGND,li1,24.1500,87.0400,0.000018
_296_,VGND,li1,18.1700,87.0400,0.000018
_295_,VGND,li1,20.7000,76.1600,0.000055
_294_,VGND,li1,14.0300,87.0400,0.000018
_293_,VGND,li1,12.6500,81.6000,0.000006
_292_,VGND,li1,16.7900,81.6000,0.000006
_291_,VGND,li1,21.1600,65.2800,0.000028
_290_,VGND,li1,21.3900,59.8400,0.000034
_289_,VGND,li1,19.5500,59.8400,0.000035
_288_,VGND,li1,20.0100,70.7200,0.000027
_287_,VGND,li1,20.0100,70.7200,0.000027
_286_,VGND,li1,22.7700,76.1600,0.000055
_285_,VGND,li1,17.7100,70.7200,0.000027
_284_,VGND,li1,22.3100,48.9600,0.000013
_283_,VGND,li1,20.7000,54.4000,0.000051
_282_,VGND,li1,26.6800,54.4000,0.000061
_281_,VGND,li1,22.3100,54.4000,0.000051
_280_,VGND,li1,34.9600,38.0800,0.000053
_279_,VGND,li1,23.2300,54.4000,0.000051
_278_,VGND,li1,15.6400,54.4000,0.000053
_277_,VGND,li1,17.9400,54.4000,0.000052
_276_,VGND,li1,39.1000,43.5200,0.000025
_275_,VGND,li1,28.5200,54.4000,0.000070
_274_,VGND,li1,33.5800,43.5200,0.000018
_273_,VGND,li1,26.4500,48.9600,0.000012
_272_,VGND,li1,36.3400,43.5200,0.000022
_271_,VGND,li1,32.8900,38.0800,0.000048
_270_,VGND,li1,36.3400,32.6400,0.000018
_269_,VGND,li1,33.5800,43.5200,0.000018
_268_,VGND,li1,37.0300,38.0800,0.000058
_267_,VGND,li1,39.1000,54.4000,0.000118
_266_,VGND,li1,36.1100,54.4000,0.000105
_265_,VGND,li1,32.4300,54.4000,0.000088
_264_,VGND,li1,26.4500,43.5200,0.000012
_263_,VGND,li1,80.5000,65.2800,0.000086
_262_,VGND,li1,72.9100,54.4000,0.000185
_261_,VGND,li1,77.0500,54.4000,0.000186
_260_,VGND,li1,42.7800,27.2000,0.000122
_259_,VGND,li1,46.0000,32.6400,0.000024
_258_,VGND,li1,45.5400,21.7600,0.000013
_257_,VGND,li1,42.5500,21.7600,0.000012
_256_,VGND,li1,40.4800,21.7600,0.000011
_255_,VGND,li1,38.6400,16.3200,0.000049
_254_,VGND,li1,40.9400,16.3200,0.000053
_253_,VGND,li1,48.9900,16.3200,0.000064
_252_,VGND,li1,49.2200,21.7600,0.000015
_251_,VGND,li1,47.1500,21.7600,0.000014
_250_,VGND,li1,55.6600,21.7600,0.000017
_249_,VGND,li1,60.4900,21.7600,0.000019
_248_,VGND,li1,62.5600,21.7600,0.000020
_247_,VGND,li1,60.2600,10.8800,0.000002
_246_,VGND,li1,61.1800,16.3200,0.000078
_245_,VGND,li1,58.6500,27.2000,0.000164
_244_,VGND,li1,63.9400,32.6400,0.000031
_243_,VGND,li1,61.4100,32.6400,0.000030
_242_,VGND,li1,52.9000,32.6400,0.000028
_241_,VGND,li1,58.6500,32.6400,0.000029
_240_,VGND,li1,54.2800,27.2000,0.000148
_239_,VGND,li1,52.9000,38.0800,0.000093
_238_,VGND,li1,57.9600,38.0800,0.000104
_237_,VGND,li1,60.4900,38.0800,0.000108
_236_,VGND,li1,67.6200,43.5200,0.000050
_235_,VGND,li1,66.4700,38.0800,0.000113
_234_,VGND,li1,71.5300,38.0800,0.000114
_233_,VGND,li1,73.6000,38.0800,0.000114
_232_,VGND,li1,71.9900,38.0800,0.000114
_231_,VGND,li1,78.6600,38.0800,0.000114
_230_,VGND,li1,76.1300,38.0800,0.000114
_229_,VGND,li1,74.2900,38.0800,0.000114
_228_,VGND,li1,72.4500,27.2000,0.000181
_227_,VGND,li1,69.4600,38.0800,0.000113
_226_,VGND,li1,63.4800,21.7600,0.000021
_225_,VGND,li1,46.0000,27.2000,0.000131
_224_,VGND,li1,76.1300,32.6400,0.000034
_223_,VGND,li1,78.4300,32.6400,0.000035
_222_,VGND,li1,76.5900,27.2000,0.000182
_221_,VGND,li1,76.5900,27.2000,0.000182
